                              signal_alias                              |                                                                                signal_name                          
 MAGNETICS/FLUX_LOOP/21/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=21]/geometry/@toroidalAngleBegin, type=Double, unique=239)
 MAGNETICS/FLUX_LOOP/21/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=240)
 MAGNETICS/FLUX_LOOP/22/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=22]/geometry/@rValues, /Count, unique=241)
 MAGNETICS/FLUX_LOOP/22/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=22]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=242)
 MAGNETICS/FLUX_LOOP/22/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=22]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=243)
 MAGNETICS/FLUX_LOOP/22/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=22]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=244)
 MAGNETICS/BPOL_PROBE/14/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=778)
 MAGNETICS/FLUX_LOOP/22/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=22]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=245)
 MAGNETICS/FLUX_LOOP/22/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=22]/geometry/@toroidalAngleBegin, type=Double, unique=246)
 MAGNETICS/FLUX_LOOP/22/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=247)
 MAGNETICS/FLUX_LOOP/23/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=23]/geometry/@rValues, /Count, unique=248)
 MAGNETICS/FLUX_LOOP/23/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=23]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=249)
 MAGNETICS/FLUX_LOOP/23/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=23]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=250)
 MAGNETICS/FLUX_LOOP/23/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=23]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=251)
 MAGNETICS/FLUX_LOOP/23/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=23]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=252)
 MAGNETICS/FLUX_LOOP/23/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=23]/geometry/@toroidalAngleBegin, type=Double, unique=253)
 MAGNETICS/FLUX_LOOP/23/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=254)
 MAGNETICS/FLUX_LOOP/24/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=24]/geometry/@rValues, /Count, unique=255)
 MAGNETICS/FLUX_LOOP/24/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=24]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=256)
 MAGNETICS/FLUX_LOOP/24/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=24]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=257)
 MAGNETICS/FLUX_LOOP/24/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=24]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=258)
 MAGNETICS/FLUX_LOOP/24/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=24]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=259)
 MAGNETICS/FLUX_LOOP/24/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=24]/geometry/@toroidalAngleBegin, type=Double, unique=260)
 MAGNETICS/FLUX_LOOP/24/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=261)
 MAGNETICS/FLUX_LOOP/25/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=25]/geometry/@rValues, /Count, unique=262)
 MAGNETICS/FLUX_LOOP/25/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=25]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=263)
 MAGNETICS/FLUX_LOOP/25/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=25]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=264)
 MAGNETICS/FLUX_LOOP/25/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=25]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=265)
 MAGNETICS/FLUX_LOOP/25/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=25]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=266)
 MAGNETICS/FLUX_LOOP/25/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=25]/geometry/@toroidalAngleBegin, type=Double, unique=267)
 MAGNETICS/FLUX_LOOP/25/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=268)
 MAGNETICS/FLUX_LOOP/26/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=26]/geometry/@rValues, /Count, unique=269)
 MAGNETICS/FLUX_LOOP/26/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=26]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=270)
 MAGNETICS/FLUX_LOOP/26/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=26]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=271)
 MAGNETICS/FLUX_LOOP/26/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=26]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=272)
 MAGNETICS/FLUX_LOOP/26/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=26]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=273)
 MAGNETICS/FLUX_LOOP/26/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=26]/geometry/@toroidalAngleBegin, type=Double, unique=274)
 MAGNETICS/FLUX_LOOP/26/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=275)
 MAGNETICS/FLUX_LOOP/27/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=27]/geometry/@rValues, /Count, unique=276)
 MAGNETICS/FLUX_LOOP/27/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=27]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=277)
 MAGNETICS/FLUX_LOOP/27/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=27]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=278)
 MAGNETICS/FLUX_LOOP/27/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=27]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=279)
 MAGNETICS/FLUX_LOOP/27/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=27]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=280)
 MAGNETICS/FLUX_LOOP/27/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=27]/geometry/@toroidalAngleBegin, type=Double, unique=281)
 MAGNETICS/FLUX_LOOP/27/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=282)
 MAGNETICS/FLUX_LOOP/28/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=28]/geometry/@rValues, /Count, unique=283)
 MAGNETICS/FLUX_LOOP/28/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=28]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=284)
 MAGNETICS/FLUX_LOOP/28/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=28]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=285)
 MAGNETICS/FLUX_LOOP/28/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=28]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=286)
 MAGNETICS/FLUX_LOOP/28/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=28]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=287)
 MAGNETICS/FLUX_LOOP/28/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=28]/geometry/@toroidalAngleBegin, type=Double, unique=288)
 MAGNETICS/FLUX_LOOP/28/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=289)
 MAGNETICS/FLUX_LOOP/29/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=29]/geometry/@rValues, /Count, unique=290)
 MAGNETICS/FLUX_LOOP/29/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=29]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=291)
 MAGNETICS/FLUX_LOOP/29/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=29]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=292)
 MAGNETICS/FLUX_LOOP/29/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=29]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=293)
 MAGNETICS/FLUX_LOOP/29/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=29]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=294)
 MAGNETICS/FLUX_LOOP/29/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=29]/geometry/@toroidalAngleBegin, type=Double, unique=295)
 MAGNETICS/FLUX_LOOP/29/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=296)
 MAGNETICS/FLUX_LOOP/30/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=30]/geometry/@rValues, /Count, unique=297)
 MAGNETICS/FLUX_LOOP/30/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=30]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=298)
 MAGNETICS/FLUX_LOOP/30/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=30]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=299)
 MAGNETICS/FLUX_LOOP/30/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=30]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=300)
 MAGNETICS/FLUX_LOOP/30/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=30]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=301)
 MAGNETICS/FLUX_LOOP/30/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=30]/geometry/@toroidalAngleBegin, type=Double, unique=302)
 MAGNETICS/FLUX_LOOP/30/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=303)
 MAGNETICS/FLUX_LOOP/31/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=31]/geometry/@rValues, /Count, unique=304)
 MAGNETICS/FLUX_LOOP/31/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=31]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=305)
 MAGNETICS/BPOL_PROBE/14/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=779)
 MAGNETICS/FLUX_LOOP/31/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=31]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=306)
 MAGNETICS/FLUX_LOOP/31/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=31]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=307)
 MAGNETICS/FLUX_LOOP/31/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=31]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=308)
 MAGNETICS/FLUX_LOOP/31/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=31]/geometry/@toroidalAngleBegin, type=Double, unique=309)
 MAGNETICS/FLUX_LOOP/31/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=310)
 MAGNETICS/FLUX_LOOP/32/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=32]/geometry/@rValues, /Count, unique=311)
 MAGNETICS/FLUX_LOOP/32/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=32]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=312)
 MAGNETICS/FLUX_LOOP/32/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=32]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=313)
 MAGNETICS/FLUX_LOOP/32/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=32]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=314)
 MAGNETICS/FLUX_LOOP/32/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=32]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=315)
 MAGNETICS/FLUX_LOOP/32/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=32]/geometry/@toroidalAngleBegin, type=Double, unique=316)
 MAGNETICS/FLUX_LOOP/32/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=317)
 MAGNETICS/FLUX_LOOP/33/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=33]/geometry/@rValues, /Count, unique=318)
 MAGNETICS/FLUX_LOOP/33/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=33]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=319)
 MAGNETICS/FLUX_LOOP/33/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=33]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=320)
 MAGNETICS/FLUX_LOOP/33/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=33]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=321)
 MAGNETICS/FLUX_LOOP/33/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=33]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=322)
 MAGNETICS/FLUX_LOOP/33/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=33]/geometry/@toroidalAngleBegin, type=Double, unique=323)
 MAGNETICS/FLUX_LOOP/33/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=324)
 MAGNETICS/FLUX_LOOP/34/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=34]/geometry/@rValues, /Count, unique=325)
 MAGNETICS/FLUX_LOOP/34/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=34]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=326)
 MAGNETICS/FLUX_LOOP/34/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=34]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=327)
 MAGNETICS/FLUX_LOOP/34/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=34]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=328)
 MAGNETICS/FLUX_LOOP/34/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=34]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=329)
 MAGNETICS/FLUX_LOOP/34/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=34]/geometry/@toroidalAngleBegin, type=Double, unique=330)
 MAGNETICS/FLUX_LOOP/34/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=331)
 MAGNETICS/FLUX_LOOP/35/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=35]/geometry/@rValues, /Count, unique=332)
 MAGNETICS/FLUX_LOOP/35/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=35]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=333)
 MAGNETICS/FLUX_LOOP/35/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=35]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=334)
 MAGNETICS/FLUX_LOOP/35/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=35]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=335)
 MAGNETICS/BPOL_PROBE/14/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=780)
 MAGNETICS/FLUX_LOOP/35/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=35]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=336)
 MAGNETICS/FLUX_LOOP/35/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=35]/geometry/@toroidalAngleBegin, type=Double, unique=337)
 MAGNETICS/FLUX_LOOP/35/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=338)
 MAGNETICS/FLUX_LOOP/36/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=36]/geometry/@rValues, /Count, unique=339)
 MAGNETICS/FLUX_LOOP/36/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=36]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=340)
 MAGNETICS/FLUX_LOOP/36/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=36]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=341)
 MAGNETICS/FLUX_LOOP/36/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=36]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=342)
 MAGNETICS/FLUX_LOOP/36/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=36]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=343)
 MAGNETICS/FLUX_LOOP/36/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=36]/geometry/@toroidalAngleBegin, type=Double, unique=344)
 MAGNETICS/FLUX_LOOP/36/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=345)
 MAGNETICS/FLUX_LOOP/37/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=37]/geometry/@rValues, /Count, unique=346)
 MAGNETICS/FLUX_LOOP/37/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=37]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=347)
 MAGNETICS/FLUX_LOOP/37/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=37]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=348)
 MAGNETICS/FLUX_LOOP/37/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=37]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=349)
 MAGNETICS/FLUX_LOOP/37/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=37]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=350)
 MAGNETICS/FLUX_LOOP/37/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=37]/geometry/@toroidalAngleBegin, type=Double, unique=351)
 MAGNETICS/FLUX_LOOP/37/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=352)
 MAGNETICS/FLUX_LOOP/38/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=38]/geometry/@rValues, /Count, unique=353)
 MAGNETICS/FLUX_LOOP/38/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=38]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=354)
 MAGNETICS/FLUX_LOOP/38/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=38]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=355)
 MAGNETICS/FLUX_LOOP/38/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=38]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=356)
 MAGNETICS/FLUX_LOOP/38/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=38]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=357)
 MAGNETICS/FLUX_LOOP/38/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=38]/geometry/@toroidalAngleBegin, type=Double, unique=358)
 MAGNETICS/FLUX_LOOP/38/POSITION/2/PHI                                  | EFITMAGXML::put(value=6.2831855, type=Double,, unique=359)
 MAGNETICS/FLUX_LOOP/39/POSITION/SHAPE_OF                               | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=39]/geometry/@rValues, /Count, unique=360)
 MAGNETICS/FLUX_LOOP/39/POSITION/1/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=39]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=361)
 MAGNETICS/FLUX_LOOP/39/POSITION/1/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=39]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=362)
 MAGNETICS/FLUX_LOOP/39/POSITION/2/R                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=39]/geometry/@rValues, type=Double, /UnitStartIndex, index=       1, unique=363)
 MAGNETICS/FLUX_LOOP/39/POSITION/2/Z                                    | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=39]/geometry/@zValues, type=Double, /UnitStartIndex, index=       1, unique=364)
 MAGNETICS/FLUX_LOOP/39/POSITION/1/PHI                                  | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//fluxLoops/fluxLoop[@id=39]/geometry/@toroidalAngleBegin, type=Double, unique=365)
