                              signal_alias                              |                                                                                signal_name                          
 MAGNETICS/BPOL_PROBE/24/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=24]/timeTrace/@signalName,/string_1d, unique=601)
 MAGNETICS/BPOL_PROBE/24/IDENTIFIER                                     | EFITMAGXML2::put(value=24, type=string_1d, unique=602)
 MAGNETICS/BPOL_PROBE/25/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=25]/timeTrace/@signalName,/string_1d, unique=603)
 MAGNETICS/BPOL_PROBE/25/IDENTIFIER                                     | EFITMAGXML2::put(value=25, type=string_1d, unique=604)
 MAGNETICS/BPOL_PROBE/26/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=26]/timeTrace/@signalName,/string_1d, unique=605)
 MAGNETICS/BPOL_PROBE/26/IDENTIFIER                                     | EFITMAGXML2::put(value=26, type=string_1d, unique=606)
 MAGNETICS/BPOL_PROBE/27/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=27]/timeTrace/@signalName,/string_1d, unique=607)
 MAGNETICS/BPOL_PROBE/27/IDENTIFIER                                     | EFITMAGXML2::put(value=27, type=string_1d, unique=608)
 MAGNETICS/BPOL_PROBE/28/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=28]/timeTrace/@signalName,/string_1d, unique=609)
 MAGNETICS/BPOL_PROBE/28/IDENTIFIER                                     | EFITMAGXML2::put(value=28, type=string_1d, unique=610)
 MAGNETICS/BPOL_PROBE/29/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=29]/timeTrace/@signalName,/string_1d, unique=611)
 MAGNETICS/BPOL_PROBE/29/IDENTIFIER                                     | EFITMAGXML2::put(value=29, type=string_1d, unique=612)
 MAGNETICS/BPOL_PROBE/30/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=30]/timeTrace/@signalName,/string_1d, unique=613)
 MAGNETICS/BPOL_PROBE/30/IDENTIFIER                                     | EFITMAGXML2::put(value=30, type=string_1d, unique=614)
 MAGNETICS/BPOL_PROBE/31/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=31]/timeTrace/@signalName,/string_1d, unique=615)
 MAGNETICS/BPOL_PROBE/31/IDENTIFIER                                     | EFITMAGXML2::put(value=31, type=string_1d, unique=616)
 MAGNETICS/BPOL_PROBE/32/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=32]/timeTrace/@signalName,/string_1d, unique=617)
 MAGNETICS/BPOL_PROBE/32/IDENTIFIER                                     | EFITMAGXML2::put(value=32, type=string_1d, unique=618)
 MAGNETICS/BPOL_PROBE/33/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=33]/timeTrace/@signalName,/string_1d, unique=619)
 MAGNETICS/BPOL_PROBE/33/IDENTIFIER                                     | EFITMAGXML2::put(value=33, type=string_1d, unique=620)
 MAGNETICS/BPOL_PROBE/34/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=34]/timeTrace/@signalName,/string_1d, unique=621)
 MAGNETICS/BPOL_PROBE/34/IDENTIFIER                                     | EFITMAGXML2::put(value=34, type=string_1d, unique=622)
 MAGNETICS/BPOL_PROBE/35/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=35]/timeTrace/@signalName,/string_1d, unique=623)
 MAGNETICS/BPOL_PROBE/35/IDENTIFIER                                     | EFITMAGXML2::put(value=35, type=string_1d, unique=624)
 MAGNETICS/BPOL_PROBE/36/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=36]/timeTrace/@signalName,/string_1d, unique=625)
 MAGNETICS/BPOL_PROBE/36/IDENTIFIER                                     | EFITMAGXML2::put(value=36, type=string_1d, unique=626)
 MAGNETICS/BPOL_PROBE/37/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=37]/timeTrace/@signalName,/string_1d, unique=627)
 MAGNETICS/BPOL_PROBE/37/IDENTIFIER                                     | EFITMAGXML2::put(value=37, type=string_1d, unique=628)
 MAGNETICS/BPOL_PROBE/38/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=38]/timeTrace/@signalName,/string_1d, unique=629)
 MAGNETICS/BPOL_PROBE/38/IDENTIFIER                                     | EFITMAGXML2::put(value=38, type=string_1d, unique=630)
 MAGNETICS/BPOL_PROBE/39/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=39]/timeTrace/@signalName,/string_1d, unique=631)
 MAGNETICS/BPOL_PROBE/39/IDENTIFIER                                     | EFITMAGXML2::put(value=39, type=string_1d, unique=632)
 MAGNETICS/BPOL_PROBE/40/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=40]/timeTrace/@signalName,/string_1d, unique=633)
 MAGNETICS/BPOL_PROBE/40/IDENTIFIER                                     | EFITMAGXML2::put(value=40, type=string_1d, unique=634)
 MAGNETICS/BPOL_PROBE/41/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=41]/timeTrace/@signalName,/string_1d, unique=635)
 MAGNETICS/BPOL_PROBE/41/IDENTIFIER                                     | EFITMAGXML2::put(value=41, type=string_1d, unique=636)
 MAGNETICS/BPOL_PROBE/42/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=42]/timeTrace/@signalName,/string_1d, unique=637)
 MAGNETICS/BPOL_PROBE/42/IDENTIFIER                                     | EFITMAGXML2::put(value=42, type=string_1d, unique=638)
 MAGNETICS/BPOL_PROBE/43/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=43]/timeTrace/@signalName,/string_1d, unique=639)
 MAGNETICS/BPOL_PROBE/43/IDENTIFIER                                     | EFITMAGXML2::put(value=43, type=string_1d, unique=640)
 MAGNETICS/BPOL_PROBE/44/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=44]/timeTrace/@signalName,/string_1d, unique=641)
 MAGNETICS/BPOL_PROBE/44/IDENTIFIER                                     | EFITMAGXML2::put(value=44, type=string_1d, unique=642)
 MAGNETICS/BPOL_PROBE/45/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=45]/timeTrace/@signalName,/string_1d, unique=643)
 MAGNETICS/BPOL_PROBE/45/IDENTIFIER                                     | EFITMAGXML2::put(value=45, type=string_1d, unique=644)
 MAGNETICS/BPOL_PROBE/46/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=46]/timeTrace/@signalName,/string_1d, unique=645)
 MAGNETICS/BPOL_PROBE/46/IDENTIFIER                                     | EFITMAGXML2::put(value=46, type=string_1d, unique=646)
 MAGNETICS/BPOL_PROBE/47/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=47]/timeTrace/@signalName,/string_1d, unique=647)
 MAGNETICS/BPOL_PROBE/47/IDENTIFIER                                     | EFITMAGXML2::put(value=47, type=string_1d, unique=648)
 MAGNETICS/BPOL_PROBE/48/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=48]/timeTrace/@signalName,/string_1d, unique=649)
 MAGNETICS/BPOL_PROBE/48/IDENTIFIER                                     | EFITMAGXML2::put(value=48, type=string_1d, unique=650)
 MAGNETICS/BPOL_PROBE/49/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=49]/timeTrace/@signalName,/string_1d, unique=651)
 MAGNETICS/BPOL_PROBE/49/IDENTIFIER                                     | EFITMAGXML2::put(value=49, type=string_1d, unique=652)
 MAGNETICS/BPOL_PROBE/50/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=50]/timeTrace/@signalName,/string_1d, unique=653)
 MAGNETICS/BPOL_PROBE/50/IDENTIFIER                                     | EFITMAGXML2::put(value=50, type=string_1d, unique=654)
 MAGNETICS/BPOL_PROBE/51/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=51]/timeTrace/@signalName,/string_1d, unique=655)
 MAGNETICS/BPOL_PROBE/51/IDENTIFIER                                     | EFITMAGXML2::put(value=51, type=string_1d, unique=656)
 MAGNETICS/BPOL_PROBE/52/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=52]/timeTrace/@signalName,/string_1d, unique=657)
 MAGNETICS/BPOL_PROBE/52/IDENTIFIER                                     | EFITMAGXML2::put(value=52, type=string_1d, unique=658)
 MAGNETICS/BPOL_PROBE/53/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=53]/timeTrace/@signalName,/string_1d, unique=659)
 MAGNETICS/BPOL_PROBE/53/IDENTIFIER                                     | EFITMAGXML2::put(value=53, type=string_1d, unique=660)
 MAGNETICS/BPOL_PROBE/54/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=54]/timeTrace/@signalName,/string_1d, unique=661)
 MAGNETICS/BPOL_PROBE/54/IDENTIFIER                                     | EFITMAGXML2::put(value=54, type=string_1d, unique=662)
 MAGNETICS/BPOL_PROBE/55/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=55]/timeTrace/@signalName,/string_1d, unique=663)
 MAGNETICS/BPOL_PROBE/55/IDENTIFIER                                     | EFITMAGXML2::put(value=55, type=string_1d, unique=664)
 MAGNETICS/BPOL_PROBE/56/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=56]/timeTrace/@signalName,/string_1d, unique=665)
 MAGNETICS/BPOL_PROBE/56/IDENTIFIER                                     | EFITMAGXML2::put(value=56, type=string_1d, unique=666)
 MAGNETICS/BPOL_PROBE/57/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=57]/timeTrace/@signalName,/string_1d, unique=667)
 MAGNETICS/BPOL_PROBE/57/IDENTIFIER                                     | EFITMAGXML2::put(value=57, type=string_1d, unique=668)
 MAGNETICS/BPOL_PROBE/58/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=58]/timeTrace/@signalName,/string_1d, unique=669)
 MAGNETICS/BPOL_PROBE/58/IDENTIFIER                                     | EFITMAGXML2::put(value=58, type=string_1d, unique=670)
 MAGNETICS/BPOL_PROBE/59/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=59]/timeTrace/@signalName,/string_1d, unique=671)
 MAGNETICS/BPOL_PROBE/59/IDENTIFIER                                     | EFITMAGXML2::put(value=59, type=string_1d, unique=672)
 MAGNETICS/BPOL_PROBE/60/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=60]/timeTrace/@signalName,/string_1d, unique=673)
 MAGNETICS/BPOL_PROBE/60/IDENTIFIER                                     | EFITMAGXML2::put(value=60, type=string_1d, unique=674)
 MAGNETICS/BPOL_PROBE/61/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=61]/timeTrace/@signalName,/string_1d, unique=675)
 MAGNETICS/BPOL_PROBE/61/IDENTIFIER                                     | EFITMAGXML2::put(value=61, type=string_1d, unique=676)
 MAGNETICS/BPOL_PROBE/62/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=62]/timeTrace/@signalName,/string_1d, unique=677)
 MAGNETICS/BPOL_PROBE/62/IDENTIFIER                                     | EFITMAGXML2::put(value=62, type=string_1d, unique=678)
 MAGNETICS/BPOL_PROBE/63/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=63]/timeTrace/@signalName,/string_1d, unique=679)
 MAGNETICS/BPOL_PROBE/63/IDENTIFIER                                     | EFITMAGXML2::put(value=63, type=string_1d, unique=680)
 MAGNETICS/BPOL_PROBE/64/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=64]/timeTrace/@signalName,/string_1d, unique=681)
 MAGNETICS/BPOL_PROBE/64/IDENTIFIER                                     | EFITMAGXML2::put(value=64, type=string_1d, unique=682)
 MAGNETICS/BPOL_PROBE/65/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=65]/timeTrace/@signalName,/string_1d, unique=683)
 MAGNETICS/BPOL_PROBE/65/IDENTIFIER                                     | EFITMAGXML2::put(value=65, type=string_1d, unique=684)
 MAGNETICS/BPOL_PROBE/66/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=66]/timeTrace/@signalName,/string_1d, unique=685)
 MAGNETICS/BPOL_PROBE/66/IDENTIFIER                                     | EFITMAGXML2::put(value=66, type=string_1d, unique=686)
 MAGNETICS/BPOL_PROBE/67/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=67]/timeTrace/@signalName,/string_1d, unique=687)
 MAGNETICS/BPOL_PROBE/67/IDENTIFIER                                     | EFITMAGXML2::put(value=67, type=string_1d, unique=688)
 MAGNETICS/BPOL_PROBE/68/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=68]/timeTrace/@signalName,/string_1d, unique=689)
 MAGNETICS/BPOL_PROBE/68/IDENTIFIER                                     | EFITMAGXML2::put(value=68, type=string_1d, unique=690)
 MAGNETICS/BPOL_PROBE/69/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=69]/timeTrace/@signalName,/string_1d, unique=691)
 MAGNETICS/BPOL_PROBE/69/IDENTIFIER                                     | EFITMAGXML2::put(value=69, type=string_1d, unique=692)
 MAGNETICS/BPOL_PROBE/70/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=70]/timeTrace/@signalName,/string_1d, unique=693)
 MAGNETICS/BPOL_PROBE/70/IDENTIFIER                                     | EFITMAGXML2::put(value=70, type=string_1d, unique=694)
 MAGNETICS/BPOL_PROBE/71/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=71]/timeTrace/@signalName,/string_1d, unique=695)
 MAGNETICS/BPOL_PROBE/71/IDENTIFIER                                     | EFITMAGXML2::put(value=71, type=string_1d, unique=696)
 MAGNETICS/BPOL_PROBE/72/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=72]/timeTrace/@signalName,/string_1d, unique=697)
 MAGNETICS/BPOL_PROBE/72/IDENTIFIER                                     | EFITMAGXML2::put(value=72, type=string_1d, unique=698)
 MAGNETICS/BPOL_PROBE/73/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=73]/timeTrace/@signalName,/string_1d, unique=699)
 MAGNETICS/BPOL_PROBE/73/IDENTIFIER                                     | EFITMAGXML2::put(value=73, type=string_1d, unique=700)
 MAGNETICS/BPOL_PROBE/74/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=74]/timeTrace/@signalName,/string_1d, unique=701)
 MAGNETICS/BPOL_PROBE/74/IDENTIFIER                                     | EFITMAGXML2::put(value=74, type=string_1d, unique=702)
 MAGNETICS/BPOL_PROBE/75/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=75]/timeTrace/@signalName,/string_1d, unique=703)
 MAGNETICS/BPOL_PROBE/75/IDENTIFIER                                     | EFITMAGXML2::put(value=75, type=string_1d, unique=704)
 MAGNETICS/BPOL_PROBE/76/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=76]/timeTrace/@signalName,/string_1d, unique=705)
 MAGNETICS/BPOL_PROBE/76/IDENTIFIER                                     | EFITMAGXML2::put(value=76, type=string_1d, unique=706)
 MAGNETICS/BPOL_PROBE/77/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=77]/timeTrace/@signalName,/string_1d, unique=707)
 MAGNETICS/BPOL_PROBE/77/IDENTIFIER                                     | EFITMAGXML2::put(value=77, type=string_1d, unique=708)
 MAGNETICS/BPOL_PROBE/78/NAME                                           | EFITMAGXML2::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=78]/timeTrace/@signalName,/string_1d, unique=709)
 MAGNETICS/BPOL_PROBE/78/IDENTIFIER                                     | EFITMAGXML2::put(value=78, type=string_1d, unique=710)
 MAGNETICS/BPOL_PROBE/1/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=1]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=711)
 MAGNETICS/BPOL_PROBE/1/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=1]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=712)
 MAGNETICS/BPOL_PROBE/1/POSITION/PHI                                    | EFITMAGXML::put(value=0, type=Double, unique=713)
 MAGNETICS/BPOL_PROBE/1/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=714)
 MAGNETICS/BPOL_PROBE/1/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=715)
 MAGNETICS/BPOL_PROBE/2/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=2]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=716)
 MAGNETICS/BPOL_PROBE/2/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=2]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=717)
 MAGNETICS/BPOL_PROBE/3/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=3]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=721)
 MAGNETICS/BPOL_PROBE/3/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=3]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=722)
 MAGNETICS/BPOL_PROBE/3/POSITION/PHI                                    | EFITMAGXML::put(value=0, type=Double, unique=723)
 MAGNETICS/BPOL_PROBE/3/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=724)
 MAGNETICS/BPOL_PROBE/3/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=725)
 MAGNETICS/BPOL_PROBE/4/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=4]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=726)
 MAGNETICS/BPOL_PROBE/4/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=4]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=727)
 MAGNETICS/BPOL_PROBE/4/POSITION/PHI                                    | EFITMAGXML::put(value=0, type=Double, unique=728)
 MAGNETICS/BPOL_PROBE/4/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=729)
 MAGNETICS/BPOL_PROBE/4/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=730)
 MAGNETICS/BPOL_PROBE/5/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=5]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=731)
 MAGNETICS/BPOL_PROBE/5/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=5]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=732)
 MAGNETICS/BPOL_PROBE/5/POSITION/PHI                                    | EFITMAGXML::put(value=0, type=Double, unique=733)
 MAGNETICS/BPOL_PROBE/5/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=734)
 MAGNETICS/BPOL_PROBE/5/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=735)
 MAGNETICS/BPOL_PROBE/6/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=6]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=736)
 MAGNETICS/BPOL_PROBE/6/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=6]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=737)
 MAGNETICS/BPOL_PROBE/6/POSITION/PHI                                    | EFITMAGXML::put(value=0, type=Double, unique=738)
 MAGNETICS/BPOL_PROBE/6/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=739)
 MAGNETICS/BPOL_PROBE/6/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=740)
 MAGNETICS/BPOL_PROBE/7/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=7]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=741)
 MAGNETICS/BPOL_PROBE/29/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=854)
 MAGNETICS/BPOL_PROBE/7/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=7]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=742)
 MAGNETICS/BPOL_PROBE/7/POSITION/PHI                                    | EFITMAGXML::put(value=0, type=Double, unique=743)
 MAGNETICS/BPOL_PROBE/7/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=744)
 MAGNETICS/BPOL_PROBE/7/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=745)
 MAGNETICS/BPOL_PROBE/8/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=8]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=746)
 MAGNETICS/BPOL_PROBE/8/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=8]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=747)
 MAGNETICS/BPOL_PROBE/8/POSITION/PHI                                    | EFITMAGXML::put(value=0, type=Double, unique=748)
 MAGNETICS/BPOL_PROBE/8/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=749)
 MAGNETICS/BPOL_PROBE/8/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=750)
 MAGNETICS/BPOL_PROBE/9/POSITION/R                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=9]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=751)
 MAGNETICS/BPOL_PROBE/9/POSITION/Z                                      | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=9]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=752)
 MAGNETICS/BPOL_PROBE/9/POSITION/PHI                                    | EFITMAGXML::put(value=0, type=Double, unique=753)
 MAGNETICS/BPOL_PROBE/9/POLOIDAL_ANGLE                                  | EFITMAGXML::put(value=-1.5707964, type=double, unique=754)
 MAGNETICS/BPOL_PROBE/9/TOROIDAL_ANGLE                                  | EFITMAGXML::put(value=0, type=float, unique=755)
 MAGNETICS/BPOL_PROBE/10/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=10]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=756)
 MAGNETICS/BPOL_PROBE/10/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=10]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=757)
 MAGNETICS/BPOL_PROBE/10/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=758)
 MAGNETICS/BPOL_PROBE/10/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=759)
 MAGNETICS/BPOL_PROBE/10/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=760)
 MAGNETICS/BPOL_PROBE/11/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=11]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=761)
 MAGNETICS/BPOL_PROBE/11/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=11]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=762)
 MAGNETICS/BPOL_PROBE/11/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=763)
 MAGNETICS/BPOL_PROBE/11/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=764)
 MAGNETICS/BPOL_PROBE/11/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=765)
 MAGNETICS/BPOL_PROBE/12/POSITION/R                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=12]/geometry/@rCentre, type=Double, /UnitStartIndex, index=1, unique=766)
 MAGNETICS/BPOL_PROBE/12/POSITION/Z                                     | EFITMAGXML::get(xmlfile=magnetics.xml, XPath=//magneticProbes/magneticProbe[@id=12]/geometry/@zCentre, type=Double, /UnitStartIndex, index=1, unique=767)
 MAGNETICS/BPOL_PROBE/12/POSITION/PHI                                   | EFITMAGXML::put(value=0, type=Double, unique=768)
 MAGNETICS/BPOL_PROBE/12/POLOIDAL_ANGLE                                 | EFITMAGXML::put(value=-1.5707964, type=double, unique=769)
 MAGNETICS/BPOL_PROBE/12/TOROIDAL_ANGLE                                 | EFITMAGXML::put(value=0, type=float, unique=770)
